,Presion,Temperatura,HR,RapViento,O3,CO,PM25,PM10,SO2,DoY,DoW,Presion_forecast,Temperatura_forecast,HR_forecast,RapViento_forecast,DoY_forecast,DoW_forecast
2022-01-01,950.0972083333332,9.499822916666666,76.05697916666666,3.1370531125,6.5,0.11,9.5,11.583333333333334,1.0,1.0,6.0,958.8670416666668,7.551257083333333,66.90493333333333,4.620400833333333,2.0,7.0
2022-01-02,958.8670416666668,7.551257083333333,66.90493333333333,4.620400833333333,7.083333333333333,0.11333333333333334,8.791666666666666,11.333333333333334,1.0,2.0,7.0,957.4059166666666,8.8600875,69.4909125,4.296465654166667,3.0,1.0
2022-01-03,957.4059166666666,8.8600875,69.4909125,4.296465654166667,7.5,0.11,8.583333333333334,11.541666666666666,1.0,3.0,1.0,972.0364166666667,11.223662916666667,60.2390375,5.26357625,4.0,2.0
2022-01-04,972.0364166666667,11.223662916666667,60.2390375,5.26357625,6.333333333333333,0.10000000000000002,5.958333333333333,9.458333333333334,1.0,4.0,2.0,974.6184166666667,15.438714166666665,55.084133333333334,2.9906203333333337,5.0,3.0
2022-01-05,974.6184166666667,15.438714166666665,55.084133333333334,2.9906203333333337,4.208333333333333,0.1025,3.3333333333333335,7.125,1.0,5.0,3.0,974.0593749999999,18.0353875,54.314766666666664,2.8920081958333337,6.0,4.0
2022-01-06,974.0593749999999,18.0353875,54.314766666666664,2.8920081958333337,2.9739936922007804,0.1290396889067166,5.1577464847290475,10.7438544464339,1.0150545811781249,6.0,4.0,971.8440416666667,18.452608333333334,57.286962499999994,3.429644833333333,7.0,5.0
2022-01-07,971.8440416666667,18.452608333333334,57.286962499999994,3.429644833333333,3.7083333333333335,0.10041666666666667,3.0833333333333335,8.625,1.0,7.0,5.0,967.9351666666666,17.8394625,54.913275,3.39341375,8.0,6.0
2022-01-08,967.9351666666666,17.8394625,54.913275,3.39341375,4.541666666666667,0.10000000000000002,3.875,8.5,1.0,8.0,6.0,972.146625,14.8915625,54.06807916666667,4.051647916666666,9.0,7.0
2022-01-09,972.146625,14.8915625,54.06807916666667,4.051647916666666,6.458333333333333,0.10000000000000002,3.9583333333333335,10.25,1.0,9.0,7.0,970.3410720534634,14.809599049621658,56.27053889749407,6.793761863054969,10.0,1.0
2022-01-10,970.3410720534634,14.809599049621658,56.27053889749407,6.793761863054969,6.848993692200781,0.15807937781343318,5.0327464847290475,23.8627088928678,1.0301091623562497,10.0,1.0,972.5281249999999,15.499554166666668,51.206625,5.280175416666666,11.0,2.0
2022-01-11,972.5281249999999,15.499554166666668,51.206625,5.280175416666666,6.333333333333333,0.10000000000000002,3.1666666666666665,7.708333333333333,1.0,11.0,2.0,969.5977083333333,16.751104166666668,49.31387916666667,5.273515833333334,12.0,3.0
2022-01-12,969.5977083333333,16.751104166666668,49.31387916666667,5.273515833333334,5.390660358867447,0.1290396889067166,1.5,9.541666666666666,1.0150545811781249,12.0,3.0,968.2711666666668,14.432427916666667,58.80396666666667,3.3316511666666666,13.0,4.0
2022-01-13,968.2711666666668,14.432427916666667,58.80396666666667,3.3316511666666666,4.25,0.10041666666666667,4.375,11.125,1.0,13.0,4.0,968.642875,14.776429166666667,54.4304,3.615051854166667,14.0,5.0
2022-01-14,968.642875,14.776429166666667,54.4304,3.615051854166667,7.958333333333333,0.10000000000000002,1.8333333333333333,6.625,1.0,14.0,5.0,969.6775416666666,8.686267916666667,59.012049999999995,4.3989935000000004,15.0,6.0
2022-01-15,969.6775416666666,8.686267916666667,59.012049999999995,4.3989935000000004,7.375,0.10291666666666667,5.916666666666667,10.166666666666666,1.0,15.0,6.0,972.4376666666667,7.4210304166666665,55.49764583333334,4.0606319583333335,16.0,7.0
2022-01-16,972.4376666666667,7.4210304166666665,55.49764583333334,4.0606319583333335,4.083333333333333,0.105,5.5,9.0,1.0,16.0,7.0,979.8476666666667,9.768753333333333,49.229795833333334,1.2329792916666666,17.0,1.0
2022-01-17,979.8476666666667,9.768753333333333,49.229795833333334,1.2329792916666666,4.083333333333333,0.15791666666666668,11.458333333333334,18.75,1.0,17.0,1.0,981.5324999999999,12.73917875,44.68467916666666,1.581376,18.0,2.0
2022-01-18,981.5324999999999,12.73917875,44.68467916666666,1.581376,4.125,0.14083333333333334,9.25,18.333333333333332,1.0,18.0,2.0,977.9626666666667,16.51662,37.45127083333333,1.4077327916666666,19.0,3.0
2022-01-19,977.9626666666667,16.51662,37.45127083333333,1.4077327916666666,6.458333333333333,0.10333333333333333,7.791666666666667,24.75,1.0,19.0,3.0,971.645625,14.833304166666666,59.9362875,1.5020705416666666,20.0,4.0
2022-01-20,971.645625,14.833304166666666,59.9362875,1.5020705416666666,8.307327025534114,0.10166666666666667,8.25,21.125,1.0,20.0,4.0,966.0061666666667,13.074591666666668,63.28379583333333,3.889093583333333,21.0,5.0
2022-01-21,966.0061666666667,13.074591666666668,63.28379583333333,3.889093583333333,10.265660358867448,0.15932937781343318,6.907746484729048,11.035521113100566,1.0451637435343746,21.0,5.0,960.0470416666667,12.129832083333334,61.629250000000006,3.0107345833333334,22.0,6.0
2022-01-22,960.0470416666667,12.129832083333334,61.629250000000006,3.0107345833333334,7.125,0.10458333333333335,6.541666666666667,12.791666666666666,1.0,22.0,6.0,964.7188333333334,11.193609583333334,64.4259375,4.601742499999999,23.0,7.0
2022-01-23,964.7188333333334,11.193609583333334,64.4259375,4.601742499999999,5.583333333333333,0.10166666666666667,4.958333333333333,8.416666666666666,1.0,23.0,7.0,971.9276666666666,13.517425416666667,57.94397916666667,5.04357125,24.0,1.0
2022-01-24,971.9276666666666,13.517425416666667,57.94397916666667,5.04357125,5.666666666666667,0.10041666666666667,4.291666666666667,7.25,1.0,24.0,1.0,973.5247955801951,13.673273574432486,53.992966679574444,3.1406666695824534,25.0,2.0
2022-01-25,973.5247955801951,13.673273574432486,53.992966679574444,3.1406666695824534,5.375,0.10041666666666667,18.75305169589476,8.577187779767234,1.0,25.0,2.0,979.1013750000001,16.704345,48.64003333333333,1.8456722916666666,26.0,3.0
2022-01-26,979.1013750000001,16.704345,48.64003333333333,1.8456722916666666,7.255314409935675,0.16291666666666668,43.78591563349713,32.875,1.0025,26.0,3.0,973.7307916666667,20.071491666666667,41.22159166666666,1.4632028333333331,27.0,4.0
2022-01-27,973.7307916666667,20.071491666666667,41.22159166666666,1.4632028333333331,9.953301794337236,0.13833333333333334,43.78591563349713,27.208333333333332,1.00125,27.0,4.0,969.2228333333333,20.854066666666665,34.5232375,2.9656312083333334,28.0,5.0
2022-01-28,969.2228333333333,20.854066666666665,34.5232375,2.9656312083333334,8.921981076602341,0.10333333333333333,37.44659636124762,27.903023351238435,1.0004166666666667,28.0,5.0,966.901375,14.27758875,48.9372375,4.0367439166666665,29.0,6.0
2022-01-29,966.901375,14.27758875,48.9372375,4.0367439166666665,8.432327025534114,0.13070635557338325,5.25,52.85250671441361,1.0150545811781249,29.0,6.0,972.229375,10.080480833333333,51.709775,4.897737916666666,30.0,7.0
2022-01-30,972.229375,10.080480833333333,51.709775,4.897737916666666,7.0,0.10041666666666667,5.541666666666667,52.85250671441361,1.0,30.0,7.0,970.6344583333333,11.20152875,59.42302083333333,6.316240416666666,31.0,1.0
2022-01-31,970.6344583333333,11.20152875,59.42302083333333,6.316240416666666,6.625,0.10000000000000002,4.583333333333333,49.15646448821247,1.0,31.0,1.0,966.5219999999999,15.015883333333333,55.0666625,5.598749416666666,32.0,2.0
2022-02-01,966.5219999999999,15.015883333333333,55.0666625,5.598749416666666,5.958333333333333,0.10333333333333333,4.0,11.0,1.0,32.0,2.0,971.1788750000001,14.069291666666667,60.12797916666667,3.5994613333333336,33.0,3.0
2022-02-02,971.1788750000001,14.069291666666667,60.12797916666667,3.5994613333333336,5.916666666666667,0.10000000000000002,2.3333333333333335,8.708333333333334,1.0,33.0,3.0,972.0871666666667,14.710041666666667,71.1114125,2.82729,34.0,4.0
2022-02-03,972.0871666666667,14.710041666666667,71.1114125,2.82729,2.7083333333333335,0.10000000000000002,3.375,9.583333333333334,1.0,34.0,4.0,977.4485416666666,15.321710833333333,56.46809166666666,1.4860786458333333,35.0,5.0
2022-02-04,977.4485416666666,15.321710833333333,56.46809166666666,1.4860786458333333,6.348993692200781,0.13903968890671659,6.782746484729048,14.9938544464339,1.015887914511458,35.0,5.0,979.5078333333332,15.187679166666667,59.385124999999995,2.5663256666666667,36.0,6.0
2022-02-05,979.5078333333332,15.187679166666667,59.385124999999995,2.5663256666666667,5.0,0.1075,4.375,12.333333333333334,1.0016666666666667,36.0,6.0,975.6368901933984,17.962360358144164,56.732476397494075,1.5278492606941512,37.0,7.0
2022-02-06,975.6368901933984,17.962360358144164,56.732476397494075,1.5278492606941512,5.682327025534114,0.1290396889067166,6.0744131513957145,11.160521113100566,1.0301091623562497,37.0,7.0,970.0310833333333,18.115645833333335,54.88581250000001,3.329153875,38.0,1.0
2022-02-07,970.0310833333333,18.115645833333335,54.88581250000001,3.329153875,5.25,0.10125,3.4166666666666665,13.416666666666666,1.0,38.0,1.0,973.9910833333333,14.016363750000002,45.74071389749407,4.494647279721636,39.0,2.0
2022-02-08,973.9910833333333,14.016363750000002,45.74071389749407,4.494647279721636,9.791666666666666,0.10000000000000002,7.9494131513957145,17.577187779767232,1.0,39.0,2.0,970.27,13.449370833333333,47.55878333333334,5.675107083333334,40.0,3.0
2022-02-09,970.27,13.449370833333333,47.55878333333334,5.675107083333334,9.125,0.10000000000000002,5.458333333333333,15.875,1.0,40.0,3.0,975.3336666666668,10.07628375,45.12139583333334,4.668011666666667,41.0,4.0
2022-02-10,975.3336666666668,10.07628375,45.12139583333334,4.668011666666667,7.5,0.10458333333333335,7.333333333333333,16.208333333333332,1.0,41.0,4.0,981.5191666666666,11.85515,49.88536666666667,1.971108125,42.0,5.0
2022-02-11,981.5191666666666,11.85515,49.88536666666667,1.971108125,6.666666666666667,0.10916666666666668,5.208333333333333,12.041666666666666,1.0,42.0,5.0,976.5661818600651,17.268178691477495,53.41056111541371,1.6985364731941512,43.0,6.0
2022-02-12,976.5661818600651,17.268178691477495,53.41056111541371,1.6985364731941512,6.307327025534114,0.1290396889067166,3.375,9.916666666666666,1.0150545811781249,43.0,6.0,969.3650833333332,18.685308333333335,52.82465416666667,2.8614064999999997,44.0,7.0
